gas_used,amount_of_instructions,amount_of_lookup_reads,amount_of_lookup_writes,bundled_buys,bundled_buys_count,dev_balance,creation_ix_index,pf_program_index,deals_count,buy_count,sell_count,total_size,buy_size,sell_size,unique_traders,unique_buyers,unique_sellers,deals_count_gini,buy_count_gini,sell_count_gini,total_size_gini,buy_size_gini,sell_size_gini,holders_deals_gini,dev_net_position,start_cap,cutoff_cap,kolscan_count,pa_price_change_pct,pa_velocity_pct_per_sec,pa_max_runup_pct,pa_max_drawdown_pct,pa_acceleration,pa_n_buys,pa_n_sells,pa_buy_sell_ratio,pa_buy_vol_share,pa_vol_first_10s_share,pa_vol_first_30s_share,pa_vol_gini,pa_buyer_diversity,sn_first_trade_delay_s,sn_trades_in_first_slot,sn_buys_in_first_3_blocks,sn_unique_buyers_first_3_blocks,sn_first_block_buy_vol_sol,sn_top1_buyer_share,sn_top3_buyer_share,sn_top5_buyer_share,sn_buyer_hhi,sn_slot_clustering,sn_gas_fee_uniqueness,sn_first10_pct_zero_gas,sn_repeat_buyer_count,sn_avg_buy_per_buyer,sn_first_30s_top1_buyer_share,volume_usd_ext,n_trades_ext,volume_weighted_price_change_ext,price_volatility_ext,price_sustainability_ext,price_stability_near_peak_ext,sell_transactions_ext,buy_transactions_ext,gini_coefficient_buyers_ext,unique_buyers_ext,unique_sellers_ext,unique_wallets_ext,top20_token_share_ext,top20_unrealized_profit_usd_ext,top20_avg_unrealized_profit_pct_ext,avg_trade_size_ext,volume_per_second_ext,hurst_ext,target_3h_5x_h
198750,6,6,6,34199203154141,1,1102039280,2,9,1286,1068,218,2501955785562911,1651706099554086,850249686008825,983,981,151,0.2149259020771468,0.0805835213628223,0.2813050610608176,0.8317627755992725,0.7741051162351051,0.8416078875509359,92019.98697077934,0,2.983021808809612e-05,0.0004467067158133,0,0.0423950783111852,0.0007065846385197,0.0540129884195802,-0.4492195363839282,0.2275885340605458,641,112,5.723214285714286,0.5178758466443968,0.3764031522329339,0.5785704977697594,0.2788469442772971,0.9516380655226208,0.0,5,13,12,0.717358428,0.0380475799942579,0.0970749754844057,0.1307462022987473,0.0100974378377232,0.0225763612217795,0.1328021248339973,0.3,12,1.0508196721311476,0.0669484923802498,387992.6558268864,1286,6.307451193731876,0.4368734502285606,1.0,0.343701399688958,218,1068,0.7081222905020541,981,151,983,8.0401057358573,23270.97182947793,224.6978290526029,301.70502008311536,1405.7704921264,0.6158160144285703,0
203865,6,6,6,66285714223523,1,2102039280,2,9,859,721,138,2185464899897249,1486305691067247,699159208830002,640,639,71,0.2410415454016299,0.1117818019226468,0.4111043070014288,0.8727287822569043,0.8301137185211185,0.8697549893295391,46870.67835681975,0,3.176204916505928e-05,0.0003882959434343,0,-0.1298170393780847,-0.002163617322968,0.0002063667979471,-0.4211161508798935,0.2933006017183843,432,40,10.8,0.6097753392499841,0.8098183969740809,0.8875826595380125,0.6616500854858258,0.9398148148148148,0.0,6,14,13,20.527721768,0.4056077029977358,0.491378559728037,0.5681533156471472,0.1765783992635658,0.0381355932203389,0.1377118644067796,0.4,11,1.064039408866995,0.4668225816698257,290197.1708151033,859,4.923602690146077,0.4233566952450346,0.8700034208017613,0.2630966239813737,138,721,0.7879319480227698,639,71,640,15.5272209322721,42767.721355040136,244.7745590329998,337.83139792212256,702.6565879300322,0.5999091604648775,1
220493,7,8,4,34612903225806,1,5485118579,2,12,2292,1413,879,6681922364918089,3738290573757555,2943631791160534,727,724,467,0.4562967657374133,0.4169305931895226,0.3857946420523614,0.7286663948375574,0.7026557227501697,0.6752334833347629,185324.98071308216,0,2.9853991922957428e-05,0.0004172931417652,3,0.037627560090057,0.0006271260015009,0.0781428877141856,-0.1561431633657698,0.2621324199761968,147,93,1.5806451612903225,0.5193601258492054,0.3197925568886889,0.5295703360162171,0.2613890241571173,0.8571428571428571,0.0,1,8,7,2.366107092,0.0857472180877811,0.2243817928323208,0.313046217848122,0.031118526385992,0.0416666666666666,0.3666666666666666,0.2,12,1.1666666666666667,0.1428773011959357,931037.5314854194,2292,5.808707097715199,0.5656004729383969,0.9419974768989856,0.1186736474694589,879,1413,0.6560213591367419,724,467,727,31.62229604305009,63389.62886911326,118.84323136887036,406.21183747182346,766.286034144378,0.5855095097756852,0
188902,6,8,4,97545454545454,1,15885689309,2,11,2098,1233,865,4446760635228171,2623432554922254,1823328080305917,774,772,394,0.4313447284604754,0.3245622328958815,0.4237698424342009,0.7668878306202487,0.7309613743429615,0.7160255571232057,92162.90677988624,0,3.3830382106244154e-05,0.0004452606568514,3,0.0880549966419468,0.0014924575702024,0.4147449015904753,-0.2930837325154419,-0.3140421278840723,689,556,1.2392086330935252,0.5049802021531844,0.1847591814795917,0.4915530436004621,0.0657246832949285,0.6502177068214804,1.0,7,17,17,0.781825074,0.0256578126590288,0.0768076009532631,0.1219355467032975,0.0092307370392887,0.016867469879518,0.1839357429718875,0.2,99,1.5379464285714286,0.0434854107370336,1146675.3333230084,2098,9.850702396621834,0.3603469151049129,0.769082111848391,0.3427073403241182,865,1233,0.6571037300557052,772,394,774,26.8751688484967,29942.1777507913,63.26526083825522,546.5564029184978,7494.610021719009,0.4927280370245129,0
194811,7,8,4,153285714285714,1,8907463119,2,12,942,549,393,3022344259535146,1849333216766700,1173011042768446,269,269,169,0.5033583532624568,0.4439027363032484,0.509779122814942,0.7550934899612916,0.7375294127152763,0.737957846812175,0.8350906825866917,0,3.805529667598632e-05,0.0001680180287564,1,-0.5744337029690204,-0.0095738950494836,0.0,-0.7057068306141798,-0.3440934747812103,353,292,1.2089041095890412,0.4576294098336878,0.1726236988247061,0.5479542642421206,0.131263017907782,0.5439093484419264,0.0,1,4,4,0.89,0.0603224310149364,0.1574800486283553,0.2397527855248439,0.021747278709697,0.0248062015503875,0.1891472868217054,0.0,55,1.8385416666666667,0.1006299025009181,571496.4041556468,942,5.184623238495161,0.3416053412564971,0.4006396280166002,0.1348195329087048,393,549,0.6872434568655685,269,169,269,36.4276426548854,10316.853169925158,52.62757871892792,606.6840808446357,6280.180265446668,0.6119966144414567,0
217231,6,5,4,2000000000,1,5270514380,2,13,1824,1136,688,4644379395689424,2703198721160288,1941180674529136,598,597,395,0.430875212697295,0.4079700143912048,0.3573741536649986,0.7536246567929417,0.7350580076218627,0.7418048138648887,193177.1079757378,0,3.176204916605261e-05,0.0003105380255891,0,-0.23031366014525,-0.0038385610024208,0.0301430482241779,-0.2726474461361539,0.1339024243464328,148,58,2.5517241379310347,0.4181296634772111,0.2200679400141777,0.5197163728548738,0.2923727854707532,0.5608108108108109,0.0,3,5,5,0.429904292,0.1794423756393993,0.2810213982786647,0.3708561689770025,0.0558976836617252,0.029126213592233,0.3932038834951456,0.2,5,1.783132530120482,0.0943762031332229,815879.8386032252,1824,6.664066751206287,0.3894502306869464,0.7471645235888174,0.1716008771929824,688,1136,0.6713819669852075,597,395,598,38.7403504017949,60397.87346915504,191.05261284858017,447.3025430938735,844.5961062145188,0.557049139006336,1
188338,6,5,7,51095247190476,1,2000114295,2,11,991,526,465,4126250097654080,2123384971430880,2002865126223200,432,429,395,0.1741717120753447,0.1670965283132583,0.1345855451204574,0.5550461121864554,0.5560901017803255,0.5226356098881761,916233.9739588378,0,3.082479085687488e-05,2.2750291701266167e-05,0,-0.9451121507481292,-0.0157518691791354,0.0970362547748121,-0.9583060382408112,0.10294249454327,72,234,0.3076923076923077,0.3369155230396705,0.5036707361696933,0.9990253035490336,0.6650757842794137,0.875,0.0,1,11,10,20.993587535,0.4642768048868514,0.5859102523679222,0.6356417460084781,0.2305895009414813,0.2124183006535947,0.2222222222222222,0.3,4,1.1428571428571428,0.4645824659445641,504918.1841131685,991,5.0966127995298285,0.6806963037039235,0.0500328489719217,0.0595358224016145,465,526,0.5057449730836157,429,395,432,12.0975363050392,-3414.517568574445,-55.2185840210158,509.50371757131023,349.4243488672446,0.6001816125066137,0
193073,8,8,5,117807121661721,1,98383121027,2,12,3059,1825,1234,5549037456133621,3181243221100660,2367794235032961,843,839,601,0.464530504661778,0.4649775499208124,0.4066965646127334,0.7244898152970851,0.7065849987807651,0.7141656506085481,271320.22063997085,0,3.528083255669462e-05,0.0005066628403869,5,0.2388213758649659,0.003980356264416,0.2635705130557068,-0.3941521580470589,0.3217916430969517,498,405,1.2296296296296296,0.5160575442014212,0.1740485697009041,0.7159691673565358,0.2774680457272622,0.5502008032128514,0.0,1,2,2,0.0,0.0536130516083295,0.1352249453948679,0.1892631616241068,0.0150882120988451,0.0332225913621262,0.2491694352159468,0.2,63,1.8175182481751824,0.074985454113008,1201704.9620657307,3059,6.776461732781884,0.3456839105618874,0.9804133311635378,0.1163779012749264,1234,1825,0.6633161750295438,839,601,843,31.800350048420896,68348.40899503257,93.22819939028662,392.8424197665024,4276.53011411292,0.554512193933018,0
210834,6,6,4,1000000000,1,1099000000,2,13,1850,1004,846,8876123596566089,4821229398849639,4054894197716450,494,486,373,0.4779800853485063,0.4294386241044055,0.4671344095221796,0.6580094189347123,0.6378976554187417,0.6209604033088783,477042.894041719,30000000000000,2.9830218087133463e-05,0.0003222137583543,1,-0.2019969936353237,-0.0035438069058828,0.116887592707269,-0.2859786829739791,0.1116067194980752,97,51,1.9019607843137247,0.4627955422398028,0.3645663817681288,0.5566460401921441,0.3989692032050107,0.7628865979381443,0.0,1,10,9,0.488888888,0.1762518117440519,0.4239642819224539,0.5098534217002698,0.0743359560774818,0.0405405405405405,0.4256756756756756,0.4,14,1.3108108108108107,0.2380222694379763,939581.4846383652,1850,4.404577427305819,0.7166894970949881,0.7144882005810133,0.0729729729729729,846,1004,0.6174337003805683,486,373,494,43.9945745683547,71621.87789703647,223.911366167336,507.8818835883055,214.2228647146296,0.6162193320181244,0
205774,3,8,3,1763352504402,1,101767137,0,10,525,331,194,3495547268273004,2030715315601952,1464831952671052,222,222,143,0.3302359502359502,0.2880297215644647,0.233004109292769,0.7761046359917119,0.7454789795176779,0.7919923451226454,0.8288808541494321,1763352504402,2.8051115303281743e-05,9.363668861539094e-05,2,-0.774228111663286,-0.0129038018610547,0.7119308174381721,-0.935710735272702,0.4817364439643062,331,194,1.7061855670103092,0.5436234469745768,0.4724621726407549,0.7350342205734689,0.4191936967484231,0.6706948640483383,0.0,16,23,23,85.890359059,0.0930733434259819,0.2010384218050966,0.2662870238500514,0.0232401450239473,0.0438095238095238,0.2361904761904762,1.0,51,1.490990990990991,0.1168501107456715,483979.2795801905,525,6.904332758399991,0.7651278197931102,0.1278088075057455,0.0495238095238095,194,331,0.7119515008794226,222,143,222,33.9450805466712,-5643.099222658203,-0.7196961508598065,921.865294438458,8066.321326336508,0.6253835158924327,0
